"id_unique","cd_ref","lb_nom","N°_Taxinomique_BDNFF","N°_Nomenclatural_BDNFF","code_CATMINAT","NOM_SCIENTIFIQUE","TYPE_BIOLOGIQUE","indicat_phytoscio_caract","caract_eco_hab_optimal","INDICATION_DIFFERENTIELLE_1","INDICATION_DIFFERENTIELLE_2","Lichtzahl","Temperaturzahl","Kontinentalitat","Feuchtzahl","Reaktionszahl","rang_taxinomique","CHOROLOGIE","inflorescence","sexualité","ordre_maturation","pollinisation","fruit","dissémination","couleur_fleur","macule","floraison","type_ligneux","Hauteur_végétative_maximum (m)","MODELE ARCHITECTURAL","FORMATION_VEGETALE","INDICATION_CARACTERISTIQUE_TRANSGRESSIVE","INDICATION_DIFFERENTIELLE_3","Lumière","Température","Continentalité","Humidité_atmosphérique","Humidité_édaphique","Réaction_du_sol_(pH)","Niveau_trophique","Salinité","Texture","Matière_organique","Nutrients","Salz","CLASSE_(-opsida)","SUBCLASSE_(-idae)","Clade_intermédiaire","SUPERORDRE_(-anae)","Clade_intermédiaire_1","Clade_intermédiaire_2","Clade_intermédiaire_3","ORDRE_(-ales)","FAMILLE_(-aceae)","numSpA","numSpB","numSpH","nomA","nomB","nomH","Life strategy"
"8481",5070,"Braunia alopecura","B181","B2143","07/B1.0.1.0.1","Braunia alopecura (Brid.) Limpr.","C","Grimmion ovalis","épilithique, acidophile, paroi verticale, médioeuropéen, planitiaire à montagnard, photophile, psychrophile, mésoxérophile à mésohygrophile",NULL,NULL,"8","9","6","4","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"l"
"8482",923072,"Drymocallis corsica",NULL,NULL,"09/1.0.3.0.2","Drymocallis corsica (Soleir. ex Lehm.) Kurtto","hros","Sesamoido pygmaeae–Bellardiochloion variegatae Gamisans 1975 ex 1977","pelouses acidophiles oroméditerranéennes, des adrets corso-sardes",NULL,NULL,"7","7","4","4","6","esp","orophyte corso-sarde","cyme unipare hélicoïde","hermaphrodite",NULL,"entomogame","akène","barochore","blanc",NULL,NULL,NULL,"0.2","Leeuwenberg","hémicryptophytaie",NULL,NULL,7,2,6,3,3,4,3,0,8,1,"2","0","Magnoliopsida","Magnoliidae","Eudicots","Rosanae","Eudicots","Eudicots","Eudicots","Rosales","Rosaceae",0,0,1579,NULL,NULL,"Potentilla rupestris",NULL
"8483",127656,"Trisetum conradiae","7178","69618","09/1.0.3.0.2","Trisetum conradiae Gamisans","grhi","Sesamoido pygmaeae–Bellardiochloion variegatae Gamisans 1975 ex 1977","pelouses acidophiles oroméditerranéennes, des adrets corso-sardes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","orophyte corso-sarde","panicule d'épillets","hermaphrodite",NULL,"anémogame","caryopse","épizoochore","bleu",NULL,NULL,NULL,NULL,"Bell","hémicryptophytaie",NULL,NULL,8,2,3,4,5,3,3,0,4,4,NULL,NULL,"Magnoliopsida","Magnoliidae","Monocots","Lilianae","Monocots","Monocots","Monocots","Poales","Poaceae",0,0,11711,NULL,NULL,"Trisetum conradiae",NULL
"8484",81506,"Allium savii","8252","3201","09/10.","Allium savii Parl.","gbul","Dactylido glomeratae subsp. hispanicae–Brachypodietea retusi Julve 1993","pelouses basophiles méditerranéennes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","méditerranéen central","ombelle simple","hermaphrodite",NULL,"entomogame","akène","barochore",NULL,NULL,NULL,NULL,NULL,"Corner","hémicryptophytaie",NULL,NULL,8,9,1,7,7,8,4,1,4,1,NULL,NULL,"Magnoliopsida","Magnoliidae","Monocots",NULL,"Monocots","Monocots","Monocots","Asparagales","Amaryllidaceae",0,0,14406,NULL,NULL,"Allium savii *",NULL
"8485",123034,"Seseli longifolium","30359","75367","09/10.","Seseli longifolium L. ","hbis","Dactylido glomeratae subsp. hispanicae–Brachypodietea retusi Julve 1993","pelouses basophiles méditerranéennes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","méditerranéen occidental","ombelle d'ombellules","hermaphrodite",NULL,"entomogame","akène","épizoochore","blanc",NULL,NULL,NULL,NULL,"Leeuwenberg","hémicryptophytaie",NULL,NULL,8,8,3,4,4,8,3,0,3,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Apiales","Apiaceae",0,0,12505,NULL,NULL,"Seseli elatum",NULL
"8486",84842,"Astragalus glaux","2815","8084","09/10.0.1","Astragalus glaux L.","heri","Brachypodietalia retusi Julve 1993","pelouses basophiles méditerranéennes, mésoxérophiles à mésohydriques",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","méditerranéen occidental","racème capituliforme","hermaphrodite",NULL,"entomogame","gousse","épizoochore","rose",NULL,"4-6",NULL,NULL,"Tomlinson","hémicryptophytaie",NULL,NULL,8,8,4,3,4,8,4,0,3,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Rosanae","Eudicots","Eudicots","Eudicots","Fabales","Fabaceae",0,0,11439,NULL,NULL,"Astragalus glaux",NULL
"8487",103205,"Hyoseris radiata","30171","75179","09/10.0.1","Hyoseris radiata L. ","hros","Brachypodietalia retusi Julve 1993","pelouses basophiles méditerranéennes, mésoxérophiles à mésohydriques",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","méditerranéen(eury)","capitule simple","hermaphrodite",NULL,"entomogame","akène","anémochore","jaune",NULL,"5-6",NULL,NULL,"Corner","hémicryptophytaie",NULL,NULL,8,7,4,3,4,8,5,0,4,3,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Asterales","Asteraceae",0,0,11455,NULL,NULL,"Hyoseris radiata",NULL
"8488",111703,"Orobanche variegata","4004","46917","09/10.0.1","Orobanche variegata Wallr.","gbul-par","Brachypodietalia retusi Julve 1993","pelouses basophiles méditerranéennes, mésoxérophiles à mésohydriques",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","méditerranéen occidental","épi simple","hermaphrodite",NULL,"entomogame","capsule","barochore","rose",NULL,"4-6",NULL,"0.4","Chamberlain","hémicryptophytaie",NULL,NULL,8,8,3,4,4,8,5,0,3,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Lamiales","Orobanchaceae",0,0,12504,NULL,NULL,"Orobanche variegata",NULL
"8489",122019,"Scrophularia lucida","5462","62008","09/10.0.1","Scrophularia lucida L.","hbis","Brachypodietalia retusi Julve 1993","pelouses basophiles méditerranéennes, mésoxérophiles à mésohydriques",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","méditerranéen septentrional","racème de racèmes","hermaphrodite",NULL,"entomogame","capsule","barochore","marron",NULL,"5-7",NULL,NULL,"Stone","hémicryptophytaie",NULL,NULL,8,8,3,3,3,7,4,0,3,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Lamiales","Scrophulariaceae",0,0,11467,NULL,NULL,"Scrophularia lucida",NULL
"8490",610739,"Biscutella ambigua","1541","101540","09/10.0.1.0.1","Biscutella ambigua DC.","csuf","Phlomido lychnitidis–Brachypodion retusi (Rivas–Martínez 1978) Mateo 1983","pelouses basophiles mésoméditerranéennes, mésoxérophiles",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","méditerranéen central","racème simple","hermaphrodite",NULL,"entomogame","silique","anémochore","jaune",NULL,NULL,NULL,NULL,"Leeuwenberg","hémicryptophytaie",NULL,NULL,8,8,3,3,4,7,2,0,3,1,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Rosanae","Eudicots","Eudicots","Eudicots","Brassicales","Brassicaceae",0,0,11490,NULL,NULL,"Biscutella nicaeensis",NULL
"8491",122824,"Serapias olbia","6561","63194","09/2.","Serapias olbia Verg.","gtub","Serapiadetea cordigero–linguae de Foucault 2012 ","pelouses acidophiles méditerranéennes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","méditerranéen (ligure)","épi simple","hermaphrodite",NULL,"entomogame","capsule","anémochore","rose",NULL,"4-5",NULL,"0.3","Tomlinson","hémicryptophytaie",NULL,NULL,8,8,3,5,5,3,2,0,3,4,NULL,NULL,"Magnoliopsida","Magnoliidae","Monocots",NULL,"Monocots","Monocots","Monocots","Asparagales","Orchidaceae",0,0,11817,NULL,NULL,"Serapias olbia",NULL
"8492",104713,"Kundmannia sicula","198","37286","09/10.0.1.0.1","Kundmannia sicula (L.) DC.","heri","Phlomido lychnitidis–Brachypodion retusi (Rivas–Martínez 1978) Mateo 1983","pelouses basophiles mésoméditerranéennes, mésoxérophiles",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","méditerranéen","ombelle d'ombellules","hermaphrodite",NULL,"entomogame","akène","épizoochore","jaune",NULL,"5-6",NULL,NULL,"Leeuwenberg","hémicryptophytaie",NULL,NULL,8,8,3,3,3,8,2,0,3,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Apiales","Apiaceae",0,0,11506,NULL,NULL,"Kundmannia sicula",NULL
"8493",110953,"Orchis pauciflora","6545","46141","09/10.0.1.0.1","Orchis pauciflora Ten.","gtub","Phlomido lychnitidis–Brachypodion retusi (Rivas–Martínez 1978) Mateo 1983","pelouses basophiles mésoméditerranéennes, mésoxérophiles",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","méditerranéen central","épi simple","hermaphrodite",NULL,"entomogame","capsule","anémochore","jaune","rose","3-5",NULL,NULL,"Tomlinson","hémicryptophytaie",NULL,NULL,7,8,4,5,4,8,3,0,3,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Monocots",NULL,"Monocots","Monocots","Monocots","Asparagales","Orchidaceae",0,0,11540,NULL,NULL,"Orchis pauciflora *",NULL
"8494",717300,"Lygeum spartum","32519","82875","09/13.","Lygeum spartum L.","hces","Lygeo sparti–Macrochloetea tenacissimae Rivas–Martínez 1978","pelouses basophiles subdésertiques, xérophiles",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","méditerranéen",NULL,"hermaphrodite",NULL,"anémogame","caryopse","anémochore","vert",NULL,NULL,NULL,"0.8","Tomlinson","hémicryptophytaie",NULL,NULL,8,8,3,3,3,8,3,0,4,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Monocots","Lilianae","Monocots","Monocots","Monocots","Poales","Poaceae",0,0,14564,NULL,NULL,"Lygeum spartum",NULL
"8495",718379,"Macrochloa tenacissima subsp. tenacissima","43256","119484","09/13.","Macrochloa tenacissima (L.) Kunth subsp. tenacissima","Hces","Lygeo sparti–Macrochloetea tenacissimae Rivas–Martínez 1978","pelouses basophiles subdésertiques, xérophiles","Phlomido lychnitidis - Brachypodion retusi (Rivas-Martínez 1978) Mateo 1983",NULL,NULL,NULL,NULL,NULL,NULL,"subsp(uni)","méditerranéen","panicule d'épillets","hermaphrodite",NULL,"anémogame","caryopse","anémochore","vert",NULL,NULL,NULL,"2","Tomlinson","hémicryptophytaie",NULL,NULL,9,9,3,2,2,8,3,0,2,1,NULL,NULL,"Magnoliopsida","Magnoliidae","Monocots","Lilianae","Monocots","Monocots","Monocots","Poales","Poaceae",0,0,14566,NULL,NULL,"Macrochloa tenacissima *",NULL
"8496",108802,"Moraea sisyrinchium","6092","42952","09/13.","Moraea sisyrinchium (L.) Ker Gawl.","gtub","Lygeo sparti–Macrochloetea tenacissimae Rivas–Martínez 1978","pelouses basophiles subdésertiques, xérophiles","Phlomido lychnitidis - Brachypodion retusi (Rivas-Martínez 1978) Mateo 1983",NULL,NULL,NULL,NULL,NULL,NULL,"esp","méditerranéen(eury)","cyme unipare hélicoïde","hermaphrodite",NULL,"entomogame","capsule","barochore","bleu",NULL,"4-5",NULL,NULL,"Leeuwenberg","hémicryptophytaie",NULL,NULL,8,8,3,3,2,8,5,0,2,1,NULL,NULL,"Magnoliopsida","Magnoliidae","Monocots",NULL,"Monocots","Monocots","Monocots","Asparagales","Iridaceae",0,0,11598,NULL,NULL,"Gynandriris sisyrinchium",NULL
"8497",83303,"Arabis ciliata","8638","5824","09/20.","Arabis ciliata Clairv.","hbis","Seslerietea caeruleae Braun–Blanquet 1948 em. Oberdorfer 1978","pelouses basophiles boréo-subalpines, pionnières, chionophiles",NULL,NULL,"9","2","4","5","9","esp","orophyte européen","racème simple","hermaphrodite",NULL,"entomogame","silique","barochore","blanc",NULL,"6-7",NULL,NULL,"Corner","hémicryptophytaie",NULL,NULL,9,2,7,5,5,9,3,0,3,2,"3","0","Magnoliopsida","Magnoliidae","Eudicots","Rosanae","Eudicots","Eudicots","Eudicots","Brassicales","Brassicaceae",0,0,1418,NULL,NULL,"Arabis corymbiflora",NULL
"8498",97804,"Euphrasia salisburgensis","5341","26294","09/20.","Euphrasia salisburgensis Funck","test-hpar","Seslerietea caeruleae Braun–Blanquet 1948 em. Oberdorfer 1978","pelouses basophiles boréo-subalpines, pionnières, chionophiles","Seslerio caeruleae - Mesobromopsenion erectae Oberdorfer 1957",NULL,"7","3","2","5","8","esp","orophyte européen","racème d'épis","hermaphrodite",NULL,"entomogame, autogame","capsule","anémochore","bleu, blanc",NULL,"7-10",NULL,"0.2","Acosta","hémicryptophytaie",NULL,NULL,7,3,5,5,5,8,4,0,3,2,"4","0","Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Lamiales","Orobanchaceae",0,0,2708,NULL,NULL,"Euphrasia salisburgensis",NULL
"8499",83958,"Artemisia chamaemelifolia","29966","74974","09/20.0.1","Artemisia chamaemelifolia Vill.","grhi","Seslerietalia caeruleae Braun–Blanquet in Braun–Blanquet & Jenny 1926","pelouses basophiles subalpines, pionnières, chionophiles",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","orophyte méridional","épi de capitules","hermaphrodite",NULL,"anémogame","akène","barochore","blanc",NULL,"7-8",NULL,NULL,"Tomlinson","hémicryptophytaie",NULL,NULL,7,2,6,4,4,8,2,0,3,7,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Asterales","Asteraceae",0,0,3218,NULL,NULL,"Artemisia chamaemelifolia",NULL
"8500",997256,"Pedicularis gyroflexa","30273","75281","09/20.0.1","Pedicularis gyroflexa Vill.","hces-hpar","Seslerietalia caeruleae Braun–Blanquet in Braun–Blanquet & Jenny 1926","pelouses basophiles subalpines, pionnières, chionophiles",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","orophyte méridional","épi simple","hermaphrodite",NULL,"entomogame","capsule","barochore","rose",NULL,NULL,NULL,NULL,"Corner","hémicryptophytaie",NULL,NULL,8,2,6,5,5,7,2,0,3,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Lamiales","Orobanchaceae",0,0,2680,NULL,NULL,"Pedicularis gyroflexa",NULL
"8501",717721,"Alchemilla petiolulans","8357","103391","09/20.0.1.0.1","Alchemilla petiolulans Buser","grhi","Seslerion caeruleae Braun–Blanquet in Braun–Blanquet & Jenny 1926","pelouses basophiles subalpines, alpiennes, mésohydriques",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","orophyte alpien occ.","glomérules","hermaphrodite",NULL,"apogame","akène","épizoochore","vert",NULL,NULL,NULL,"0.3","Chamberlain","hémicryptophytaie",NULL,NULL,8,2,7,6,5,8,2,0,7,7,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Rosanae","Eudicots","Eudicots","Eudicots","Rosales","Rosaceae",0,0,14811,NULL,NULL,"Alchemilla petiolulans *",NULL
"8502",117624,"Rhinanthus pseudoantiquus","5454","55970","09/20.0.1.0.1","Rhinanthus pseudoantiquus Kunz","test-hpar","Seslerion caeruleae Braun–Blanquet in Braun–Blanquet & Jenny 1926","pelouses basophiles subalpines, alpiennes, mésohydriques",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","orophyte dauphinois","épi simple","hermaphrodite",NULL,"entomogame","capsule","anémochore","jaune",NULL,NULL,NULL,"0.15","Holltum","hémicryptophytaie",NULL,NULL,8,2,8,6,5,8,3,0,7,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Lamiales","Orobanchaceae",0,0,14845,NULL,NULL,"Rhinanthus pseudoantiquus *",NULL
"8503",132843,"Carlina acaulis subsp. caulescens","551","14570","09/20.0.1.0.7","Carlina acaulis subsp. caulescens (Lam.) Schübler & G.Martens","grhi","Caricion ferrugineae Braun–Blanquet 1931","pelouses basophiles subalpines, alpiennes, mésohygrophiles",NULL,NULL,"9","x","4","4","x","subsp(uni)","orophyte européen","capitule simple","hermaphrodite",NULL,"entomogame, autogame","akène","anémochore","blanc",NULL,"8-9",NULL,"0.4","Corner","hémicryptophytaie",NULL,NULL,9,3,7,6,6,8,3,0,3,3,"2","0","Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Asterales","Asteraceae",0,0,2953,NULL,NULL,"Carlina aca. simplex",NULL
"8504",122593,"Senecio doronicum","1162","62835","09/20.0.1.0.12","Senecio doronicum (L.) L. ","hros","Agrostio capillaris–Seslerion caeruleae (Béguin 1972) Prunier, Greulich, Béguin, Boissezon, Delarze, Hegg, Klötlzi, Pantke, Steffen, Steiger, Vittoz, Sanz, Van Es & Corriol in Corriol, Sanz & Van Es 2023","pelouses neutroclines subalpines, alpiennes, mésohydriques","Laserpition sileris Misset 2014",NULL,"8","2","4","5","8","esp","orophyte européen","corymbe de capitules","hermaphrodite",NULL,"entomogame, autogame","akène","anémochore","jaune",NULL,NULL,NULL,NULL,"Corner","hémicryptophytaie",NULL,NULL,8,2,4,4,4,8,2,0,3,2,"3","0","Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Asterales","Asteraceae",0,0,3076,NULL,NULL,"Senecio doronicum",NULL
"8505",NULL,NULL,"536",NULL,"09/20.0.6.0.2","Carduus defloratus subsp. medius (Gouan) Bonnier","heri","Festucion gautieri Braun–Blanquet 1952","pelouses basophiles subalpines, pyrénéennes, mésohydriques",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"subsp","orophyte pyrénéen","racème de capitules","hermaphrodite",NULL,"entomogame, autogame","akène","anémochore","rose",NULL,"7-8",NULL,NULL,"Stone","hémicryptophytaie",NULL,NULL,7,2,7,6,3,8,4,0,3,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Asterales","Asteraceae",0,0,11339,NULL,NULL,"Carduus medius",NULL
"8506",89235,"Carthamus mitissimus","519","14677","09/3.1.1","Carthamus mitissimus L.","hros","Ononidetalia striatae Braun–Blanquet 1949 em. Gaultier 1989","pelouses basophiles méridionales, sub/supra à oroméditerranéennes, nevado-illyriennes","Teucrio montani - Mesobromopsenion erectae Royer 1987",NULL,NULL,NULL,NULL,NULL,NULL,"esp","méditerranéen-atlantique","capitule simple","hermaphrodite",NULL,"entomogame, autogame","akène","anémochore","bleu",NULL,"6-7",NULL,"0.3","Holltum","hémicryptophytaie",NULL,NULL,7,7,4,3,3,8,3,0,3,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Asterales","Asteraceae",0,0,11206,NULL,NULL,"Carduncellus mitissimus",NULL
"8507",89940,"Cephalaria leucantha","2579","15706","09/3.1.1","Cephalaria leucantha (L.) Schrad. ex Roem. & Schult.","Heri","Ononidetalia striatae Braun–Blanquet 1949 em. Gaultier 1989","pelouses basophiles méridionales, sub/supra à oroméditerranéennes, nevado-illyriennes","Achnatheretalia calamagrostis Oberdorfer & Seibert in Oberdorfer 1977",NULL,NULL,NULL,NULL,NULL,NULL,"esp","paléotempéré","cyme capituliforme","hermaphrodite","protandre","entomogame","akène","anémochore","blanc",NULL,"7-9",NULL,NULL,"Leeuwenberg","hémicryptophytaie","Artemisio albae - Bromopsietalia erectae Ubaldi 1997 ex Dengler & Mucina in Mucina, Dengler, Bergmeier, Čarni, Dimopoulos, Jahn & Matevski 2009",NULL,8,8,3,3,3,8,4,0,7,1,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Dipsacales","Caprifoliaceae",0,0,7336,NULL,NULL,"Cephalaria leucantha",NULL
"8508",133088,"Cerastium arvense subsp. suffruticosum","2007","15776","09/3.1.1","Cerastium arvense subsp. suffruticosum (L.) Ces.","hsto","Ononidetalia striatae Braun–Blanquet 1949 em. Gaultier 1989","pelouses basophiles méridionales, sub/supra à oroméditerranéennes, nevado-illyriennes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"subsp","orophyte alpien","cyme bipare","hermaphrodite","protandre","entomogame","capsule","anémochore","blanc",NULL,"4-7",NULL,NULL,"Tomlinson","hémicryptophytaie","Artemisio albae - Bromopsietalia erectae Ubaldi 1997 ex Dengler & Mucina in Mucina, Dengler, Bergmeier, Čarni, Dimopoulos, Jahn & Matevski 2009",NULL,8,6,4,3,3,7,3,0,3,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Caryophyllanae","Eudicots","Eudicots","Eudicots","Caryophyllales","Caryophyllaceae",0,0,1028,NULL,NULL,"Cerastium arv. suffruticosum",NULL
"8509",87453,"Callianthemum coriandrifolium","4428","12186","11/6.0.1","Callianthemum coriandrifolium Rchb.","heri","Salicetalia herbaceae Braun–Blanquet in Braun–Blanquet & Jenny 1926","pelouses alpines climaciques chionophiles, acidophiles",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","orophyte européen","fleur solitaire terminale","hermaphrodite",NULL,"entomogame","follicule","épizoochore","blanc",NULL,"6-7",NULL,NULL,"Leeuwenberg","hémicryptophytaie",NULL,NULL,8,2,3,7,6,5,3,0,6,7,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Ranunculanae","Eudicots","Eudicots","Eudicots","Ranunculales","Ranunculaceae",0,0,1208,NULL,NULL,"Callianthemum coriandrifolium",NULL
"8510",134555,"Festuca marginata subsp. marginata","6878","27174","09/3.1.3","Festuca marginata (Hack.) K.Richt. subsp. marginata","hces","Artemisio albae–Bromopsietalia erectae Ubaldi 1997 ex Dengler & Mucina in Mucina, Dengler, Bergmeier, Čarni, Dimopoulos, Jahn & Matevski 2009","pelouses basophiles médio-européennes occidentales, mésoxérophiles",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"subsp","européen méridional","panicule d'épillets","hermaphrodite",NULL,"anémogame","caryopse","épizoochore","vert",NULL,NULL,NULL,"0.6","Tomlinson","hémicryptophytaie",NULL,NULL,9,6,4,3,3,8,1,0,3,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Monocots","Lilianae","Monocots","Monocots","Monocots","Poales","Poaceae",0,0,4220,NULL,NULL,"Festuca hervieri",NULL
"8511",114579,"Polygala pedemontana","13360","51226","09/3.1.3.0.1.2","Polygala pedemontana E.P.Perrier & B.Verl.","csuf","Seslerio caeruleae–Xerobromopsenion erectae Oberdorfer 1957","pelouses basophiles médio-européennes occidentales, mésoxérophiles, aéromésohygrophiles, submontagnardes, généralement d'ubac",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","orophyte alpien mérid.","racème simple","hermaphrodite",NULL,"entomogame","capsule","anémochore",NULL,NULL,NULL,NULL,"0.4","Tomlinson","hémicryptophytaie",NULL,NULL,8,2,8,3,3,8,2,0,3,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Rosanae","Eudicots","Eudicots","Eudicots","Fabales","Polygalaceae",0,0,1937,NULL,NULL,"Polygala com. pedemontana *",NULL
"8512",89716,"Centaurea stoebe","621","15504","09/3.1.3.0.2","Centaurea stoebe L. ","Heri","Centaureo stoebes–Koelerion vallesianae Royer & Ferrez 2019","pelouses de la Limagne et du Forez",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","eurasiatique","cyme de capitules","hermaphrodite",NULL,"entomogame, autogame","akène","myrmécochore","rose",NULL,NULL,NULL,"1.2","Leeuwenberg","hémicryptophytaie",NULL,NULL,8,5,5,4,4,7,5,0,3,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Asterales","Asteraceae",0,0,11370,NULL,NULL,"Centaurea rhenana",NULL
"8513",128522,"Veratrum nigrum","6406","70728","09/3.1.4","Veratrum nigrum L.","Grhi","Festucetalia valesiacae Braun–Blanquet & Tüxen 1943","pelouses basophiles centro-européennes, steppiques",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","eurasiatique","épi simple","hermaphrodite",NULL,"entomogame","capsule","barochore","rose",NULL,"7-8",NULL,"1.5","Bell","hémicryptophytaie",NULL,NULL,8,3,9,6,5,8,2,0,3,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Monocots","Lilianae","Monocots","Monocots","Monocots","Liliales","Melanthiaceae",0,0,620,NULL,NULL,"Veratrum nigrum",NULL
"8514",139518,"Pulsatilla halleri subsp. halleri","4482","54068","09/3.1.4.0.4","Pulsatilla halleri (All.) Willd. subsp. halleri","grhi","Stipo capillatae–Poion perconcinnae Braun–Blanquet 1961","pelouses basophiles centro-européennes, steppiques, des sols constitués des Alpes internes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"subsp(uni)","orophyte européen","fleur solitaire terminale","hermaphrodite",NULL,"entomogame","akène","anémochore","bleu",NULL,"6-7",NULL,NULL,"Corner","hémicryptophytaie",NULL,NULL,7,2,8,3,3,8,2,0,3,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Ranunculanae","Eudicots","Eudicots","Eudicots","Ranunculales","Ranunculaceae",0,0,1148,NULL,NULL,"Pulsatilla halleri",NULL
"8515",110335,"Ophrys apifera Huds., 1762","6487","45064","09/3.2","Ophrys apifera Huds. ","gtub","Brizo mediae - Plantaginenea mediae Julve 2019 subcla. nov. hoc loco","pelouses basophiles médio-européennes occidentales, mésohydriques à mésohygroclines",NULL,NULL,"7","6","2","4","9","esp","européen méridional","épi simple","hermaphrodite",NULL,"autogame","capsule","anémochore","marron",NULL,"5-7",NULL,"0.5","Tomlinson","hémicryptophytaie",NULL,NULL,8,6,4,4,3,8,2,0,3,2,"2","0","Magnoliopsida","Magnoliidae","Monocots",NULL,"Monocots","Monocots","Monocots","Asparagales","Orchidaceae",0,0,726,NULL,NULL,"Ophrys apifera",NULL
"8516",122998,"Seseli annuum","284","63421","09/3.2","Seseli annuum L.","hbis","Brizo mediae–Plantaginenea mediae Julve 2019 subcla. nov. hoc loco","pelouses basophiles médio-européennes occidentales, mésohydriques à mésohygroclines","Allio sphaerocephali - Sedion albi (Oberdorfer & Müller in Müller 1961) de Foucault 1999",NULL,"8","7","5","3","9","esp","européen","ombelle d'ombellules","hermaphrodite",NULL,"entomogame","akène","barochore","blanc, rose",NULL,NULL,NULL,"1.2","Leeuwenberg","hémicryptophytaie",NULL,NULL,8,7,5,3,3,9,2,0,3,2,"2","0","Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Apiales","Apiaceae",0,0,2176,NULL,NULL,"Seseli annuum",NULL
