"CD_NOM","NOM_VALIDE","NOM_VERN","INTERET_PACA","PROTECTION_PACA","CARACTERISATION_ECOLOGIQUE_.HABITAT_OPTIMAL.","floraison","changefloraison","Janvier","Février","Mars","Avril","Mai","Juin","Juillet","Août","Septembre","Octobre","Novembre","Décembre"
"88788","Carex praecox Schreb., 1771","Laîche précoce, Laîche de Schreber","FORT","-","friches vivaces rudérales pionnières, mésohydriques à mésohygrohiles, médio-européennes","4-6","","","","","X","X","X","","","","","",""
"88792","Carex pseudobrizoides Clavaud, 1876","Laîche fausse brize","TRES FAIBLE","PN","ourlets externes acidophiles à acidoclines, atlantiques, planitiaires-collinéens","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"88794","Carex pseudocyperus L., 1753","Laîche faux souchet","MODERE","PR","magnocariçaies et roselières tourbeuses mésotrophiles, des eaux stagnantes ou à battement vertical","5-7","","","","","","X","X","X","","","","",""
"88804","Carex punctata Gaudin, 1811","Laîche ponctuée","MODERE","PR","cariçaies des prés paratourbeux basophiles, euryméditerranéens à thermohyperatlantiques","4-6","","","","","X","X","X","","","","","",""
"88819","Carex remota L., 1755","Laîche espacée, Laîche à épis espacés","MODERE","PD84","hémicryptophytaies des sources acidophiles, sciaphiles","5-7","","","","","","X","X","X","","","","",""
"88821","Carex repens Bellardi, 1792","Laîche rampante","DD","PN","pelouses aérohalines fermées, des hauts de falaises maritimes atlantiques mieux protégés, souvent sur des replats","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"88893","Carex strigosa Huds., 1778","Laîche maigre, Laîche à épis grêles","MODERE","-","hémicryptophytaies des sources acidophiles, sciaphiles","5-7","","","","","","X","X","X","","","","",""
"88932","Carex vaginata Tausch, 1821","Laîche à feuilles engainantes","FORT","PN","parvocariçaies des tourbières basses basophiles, arctico-alpines à boréo-subalpines","6-8","","","","","","","X","X","X","","","",""
"88952","Carex vulpina L., 1753","Laîche des renards","FORT","-","prairies hydrophiles médio-européennes, mésothermes","5-7","","","","","","X","X","X","","","","",""
"93906","Cyperus capitatus Vand., 1771","Souchet en tête, Souchet en bouquet arrondi, Souchet à têtes","TRES FORT","PR","végétation vivace des arrière-dunes maritimes subfixées, méditerranéennes occidentales","5-7","","","","","","X","X","X","","","","",""
"93924","Cyperus esculentus L., 1753","Souchet comestible, Souchet sucré, Souchet doré","MODERE","-","roselières et magnocariçaies amphibies paléotropicales","8-11","","","","","","","","","X","X","X","X",""
"93924","Cyperus esculentus L., 1753","Souchet comestible, Souchet sucré, Souchet doré","MODERE","-","roselières et magnocariçaies amphibies paléotropicales","8-11","","","","","","","","","X","X","X","X",""
"93929","Cyperus flavescens L., 1753","Souchet jaunissant, Pycréus jaunissant, Souchet jaunâtre, Pycréus jaunâtre","MODERE","-","annuelles des tonsures hygrophiles, centro-européennes à subatlantiques","7-9","","","","","","","","X","X","X","","",""
"93930","Cyperus flavidus Retz., 1788","Souchet jaune, Pycréus jaune","MAJEUR","-","annuelles des tonsures hygrophiles, centro-européennes à subatlantiques","7-10","","","","","","","","X","X","X","X","",""
"93961","Cyperus laevigatus L., 1771","Souchet lissé","MAJEUR","-","prés salés vasicoles hygrophiles méditerranéens","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"93961","Cyperus laevigatus L., 1771","Souchet lissé","MAJEUR","-","prés salés vasicoles hygrophiles méditerranéens","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"133609","Cyperus laevigatus subsp. distachyos (All.) Maire & Weiller, 1957","Souchet à deux épis, Petit-jonc à deux épis","MAJEUR","-","prés salés vasicoles hygrophiles méditerranéens","5-6","","","","","","X","X","","","","","",""
"888128","Cyperus michelianus (L.) Delile, 1813","Souchet de Michel","MODERE","-","annuelles des tonsures hydrophiles (longuement inondables)","7-9","","","","","","","","X","X","X","","",""
"94014","Cyperus serotinus Rottb., 1773","Souchet tardif, Petit-jonc tardif","TRES FORT","-","prairies hydrophiles européennes, thermophiles","7-9","","","","","","","","X","X","X","","",""
"95889","Eleocharis acicularis (L.) Roem. & Schult., 1817","Éléocharide épingle, Scirpe épingle, Éléocharis épingle","MODERE","-","parvogéophytaies amphibies exondables, oligotrophiles, laurasiennes","6-9","","","","","","","X","X","X","X","","",""
"95916","Eleocharis multicaulis (Sm.) Desv., 1818","Éléocharide à tiges nombreuses, Scirpe à tiges nombreuses, Souchet à tiges nombreuses, Éléocharis à tiges nombreuses","FORT","-","parvogéophytaies amphibies exondables, oligotrophiles, atlantiques à subméditerranéennes","6-8","","","","","","","X","X","X","","","",""
"99011","Fuirena pubescens (Poir.) Kunth, 1837","Fuirénie pubescente, Laîche pubescente","FORT","-","lithophytes des dalles basophiles, mésoméditerranéennes","5-8","","","","","","X","X","X","X","","","",""
"976160","Schoenoplectiella mucronata (L.) J.Jung & H.K.Choi, 2010","Schénoplectielle mucronée, Schénoplecte mucroné, Scirpe mucroné, Scirpe à écailles mucronées","MODERE","-","parvoroselières circumboréales pionnières","7-9","","","","","","","","X","X","X","","",""
"121550","Schoenoplectus litoralis (Schrad.) Palla, 1888","Schénoplecte du littoral, Scirpe du littoral, Souchet du littoral, Scirpe littoral","FORT","-","roselières et cariçaies submaritimes des vases saumâtres","5-8","","","","","","X","X","X","X","","","",""
"121553","Schoenoplectus pungens (Vahl) Palla, 1888","Schénoplecte piquant, Scirpe piquant, Souchet piquant","TRES FORT","-","roselières et cariçaies submaritimes des vases saumâtres","6-9","","","","","","","X","X","X","X","","",""
"121556","Schoenoplectus triqueter (L.) Palla, 1888","Schénoplecte triquètre, Scirpe triquètre, Scirpe à tige trigone, Scirpe à trois angles","FORT","-","parvoroselières circumboréales pionnières","7-9","","","","","","","","X","X","X","","",""
"121570","Schoenus ferrugineus L., 1753","Choin ferrugineux","MODERE","PN","parvocariçaies des tourbières basses centro-européennes à boréomontagnardes, basophiles","5-8","","","","","","X","X","X","X","","","",""
"96851","Eriophorum gracile Koch ex Roth, 1806","Linaigrette grêle","FORT","PN","magnocariçaies oligotrophiles à parvocariçaies des tremblants tourbeux primaires","4-7","","","","","X","X","X","X","","","","",""
"96861","Eriophorum vaginatum L., 1753","Linaigrette vaginée, Linaigrette engainée, Linaigrette à feuilles engainantes","TRES FORT","-","parvocariçaies des tourbières hautes médio-européennes à boréo-subalpines, acidophiles","4-7","","","","","X","X","X","X","","","","",""
"121777","Scirpus radicans Schkuhr, 1793","Scirpe radicant, Souchet radicant","MAJEUR","-","parvoroselières médio-européennes pionnières","6-8","","","","","","","X","X","X","","","",""
"127195","Trichophorum pumilum (Vahl) Schinz & Thell., 1921","Trichophore nain, Scirpe nain, Petit trichophore","MODERE","PN","parvocariçaies des tourbières basses basophiles, arctico-alpines à boréo-subalpines","7-8","","","","","","","","X","X","","","",""
"104123","Juncus arcticus Willd., 1799","Jonc arctique","FAIBLE","PR","parvocariçaies des tourbières basses basophiles, arctico-alpines à boréo-subalpines","7-9","","","","","","","","X","X","X","","",""
"136919","Juncus balticus subsp. pyrenaeus (Timb.-Lagr.) P.Fourn., 1935","Jonc des Pyrénées","FORT","PN","parvocariçaies des tourbières basses médio-européennes à boréo-subalpines, acidophiles, sur sols asphyxiques","7-9","","","","","","","","X","X","X","","",""
"104192","Juncus fontanesii J.Gay, 1827","Jonc de Desfontaines","MAJEUR","-","prairies hygrophiles, thermophiles, mésoméditerranéennes","5-8","","","","","","X","X","X","X","","","",""
"104192","Juncus fontanesii J.Gay, 1827","Jonc de Desfontaines","MAJEUR","-","prairies hygrophiles, thermophiles, mésoméditerranéennes","5-8","","","","","","X","X","X","X","","","",""
"104208","Juncus heterophyllus Dufour, 1825","Jonc hétérophylle, Jonc à feuilles variées","FORT","-","parvogéophytaies amphibies exondables, oligotrophiles, atlantiques à subméditerranéennes","5-7","","","","","","X","X","X","","","","",""
"104212","Juncus hybridus Brot., 1804","Jonc hybride, Jonc des grenouilles","MODERE","-","annuelles des tonsures hygrophiles, acidophiles, thermo-atlantiques à méditerranéennes","5-9","","","","","","X","X","X","X","X","","",""
"104235","Juncus littoralis C.A.Mey., 1831","Jonc du littoral, Jonc des grèves, Jonc littoral","TRES FORT","-","jonçaies et parvocariçaies des prés paratourbeux thermoméditerranéens submaritimes","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"104302","Juncus pygmaeus Rich. ex Thuill., 1799","Jonc pygmée, Jonc nain","MODERE","-","annuelles des tonsures hygrophiles subméditerranéennes, oligotrophiles","5-9","","","","","","X","X","X","X","X","","",""
"104310","Juncus requienii Parl., 1857","Jonc de Requien","FORT","-","parvocariçaies des tourbières basses oro à altiméditerranéennes, acidophiles, corso-sardes","7-9","","","","","","","","X","X","X","","",""
"104337","Juncus striatus Schousb. ex E.Mey., 1822","Jonc strié","MODERE","-","prairies hygrophiles, thermophiles, subméditerranéennes, des sols tassés","5-8","","","","","","X","X","X","X","","","",""
"104341","Juncus subulatus Forssk., 1775","Jonc subulé, Jonc à fleurs nombreuses","MODERE","-","roselières et cariçaies submaritimes des vases saumâtres","5-7","","","","","","X","X","X","","","","",""
"137516","Luzula spicata subsp. italica (Parl.) Arcang., 1882","Luzule d'Italie","MODERE","-","pelouses acidophiles supra à oroméditerranéennes, corso-sardes","6-8","","","","","","","X","X","X","","","",""
"788856","Arundo donaciformis (Loisel.) Hardion, Verlaque & B.Vila, 2012","Fausse canne de Pline","MAJEUR","PR-",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"84195","Arundo micrantha Lam., 1791","Canne à petites fleurs, Roseau à petites fleurs","MAJEUR","PR",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"84205","Arundo plinii Turra, 1765","Canne de Pline, Roseau de Pline","DD","PR-","magnoroselières méridionales","9-10","","","","","","","","","","X","X","",""
"612437","Cleistogenes serotina subsp. serotina (L.) Keng, 1934","Cléistogène tardive, Diplachné tardive, Kengie tardive","DD","PR",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"93454","Sporobolus aculeatus (L.) P.M.Peterson, 2014","Crypside piquante, Crypside à aiguillons, Crypside en forme d'aiguillon, Crypsis piquant, Crypsis à aiguillons, Crypsis en forme d'aiguillon, Sporobole piquant, Sporobole à aiguillons, Sporobole en forme d'aiguillon","TRES FAIBLE","PR",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"93456","Sporobolus alopecuroides (Piller & Mitterp.) P.M.Peterson, 2014","Crypside faux vulpin, Crypsis faux vulpin, Fléole faux vulpin, Sporobole faux vulpin","TRES FAIBLE","PR",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"93463","Sporobolus schoenoides (L.) P.M.Peterson, 2014","Crypside faux choin, Crypsis faux choin, Sporobole faux choin","TRES FAIBLE","PR",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"94398","Danthonia alpina Vest, 1821","Danthonie des Alpes","MODERE","PR","pelouses basophiles médio-européennes occidentales, mésohydriques à mésohygroclines","5-8","","","","","","X","X","X","X","","","",""
"121507","Schismus barbatus (L.) Thell., 1907","Schisme barbu, Schismus barbu","FORT","-","annuelles des tonsures acidophiles, mésothermes à thermophiles","3-6","","","","X","X","X","X","","","","","",""
"101510","Heteropogon contortus (L.) P.Beauv., 1817","Hétéropogon contourné, Herbe barbue, Andropogon contourné","FAIBLE","PN","pelouses basophiles subdésertiques, xérophiles, sur pentes caillouteuses, infra- thermo- et mésoméditerranéennes
","5-11","","","","","","X","X","X","X","X","X","X",""
"103562","Imperata cylindrica (L.) Raeusch., 1797","Impérate cylindrique, Paille de diss, Paillotte, Impérata cylindrique","FORT","PR","roselières et cariçaies méditerranéennes oligohalophiles","5-7","","","","","","X","X","X","","","","",""
"112233","Panicum repens L., 1762","Panic rampant","FORT","-","végétation vivace des arrière-dunes maritimes subfixées, méditerranéennes centrales","6-10","","","","","","","X","X","X","X","X","",""
"82173","Ampelodesmos mauritanicus (Poir.) T.Durand & Schinz, 1894","Ampelodesmos de Mauritanie, Roseau de Mauritanie, Diss","DD","PN","","5-6","","","","","","X","X","","","","","",""
"86299","Brachypodium rigidum (Roth) Link, 1821",,"MODERE","-",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"86621","Bromus grossus Desf. ex DC., 1805","Brome épais, Brome à fleurs nombreuses, Brome volumineux, Brome à gros épillets","MAJEUR","PN","annuelles commensales des moissons basophiles, mésothermes","5-7","","","","","","X","X","X","","","","",""
"86621","Bromus grossus Desf. ex DC., 1805","Brome épais, Brome à fleurs nombreuses, Brome volumineux, Brome à gros épillets","MAJEUR","PN","annuelles commensales des moissons basophiles, mésothermes","6-7","","","","","","","X","X","","","","",""
"132268","Bromus japonicus subsp. japonicus Thunb., 1784","Brome du Japon","MODERE","-",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"86750","Bromus scoparius L., 1755","Brome à balais","MODERE","-","friches annuelles, eutrophiles, mésoméditerranéennes","5-6","","","","","","X","X","","","","","",""
"100394","Glyceria maxima (Hartm.) Holmb., 1919","Glycérie élevée, Grande glycérie, Glycérie aquatique, Glycérie très élevée","MODERE","-","roselières amphibies européennes","6-8","","","","","","","X","X","X","","","",""
"137726","Melica ciliata subsp. transsilvanica (Schur) Husn., 1898","Mélique de Transylvanie","MODERE","-","pelouses basophiles médio-européennes occidentales, mésoxérophiles, des dalles","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"80912","Aira provincialis Jord., 1852","Aïra de Provence, Canche de Provence","FORT","PR","annuelles des tonsures acidophiles, mésothermes à thermophiles","5-6","","","","","","X","X","","","","","",""
"971406","Airopsis tenella (Cav.) Coss. & Durieu, 1855","Aïropside délicate, Aïropside globuleuse, Airopsis délicat, Faux aïra délicat","MODERE","PD84","annuelles des tonsures acidophiles, thermophiles, mésoméditerranéennes, xérophiles, mésotrophiles","4-6","","","","","X","X","X","","","","","",""
"81620","Alopecurus arundinaceus Poir., 1808","Vulpin faux roseau","FORT","-","prairies européennes hygrophiles à hydrophiles, inondables","5-7","","","","","","X","X","X","","","","",""
"81624","Alopecurus bulbosus Gouan, 1762","Vulpin bulbeux","MODERE","-","prairies hygrophiles, européennes, thermophiles","5-7","","","","","","X","X","X","","","","",""
"81658","Alopecurus rendlei Eig, 1937","Vulpin de Rendle, Vulpin en outre, Vulpin utriculé, Vulpin renflé","MODERE","-","annuelles hydrophiles des prairies","5-6","","","","","","X","X","","","","","",""
"131314","Ammophila arenaria subsp. arundinacea (Husn.) H.Lindb., 1932","Oyat du Midi, Ammophile roseau","MODERE","-","végétation vivace des dunes maritimes bordières à mobiles méditerranéennes","5-7","","","","","","X","X","X","","","","",""
"82916","Anthoxanthum aristatum Boiss., 1842","Flouve aristée, Flouve de Puel","MODERE","-","annuelles des tonsures acidophiles, thermophiles, mésoméditerranéennes","4-9","","","","","X","X","X","X","X","X","","",""
"82923","Anthoxanthum ovatum Lag., 1816","Flouve ovale","MODERE","-","annuelles des tonsures acidophiles, européennes","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"83001","Antinoria agrostidea (DC.) Parl., 1845","Antinorie fausse agrostide, Canche fausse agrostis, Antinorie faux agrostis, Canche faux agrostis","FORT","-","parvogéophytaies amphibies exondables, oligotrophiles, atlantiques, planitiaires-collinéennes, acidophiles, des grèves sablonneuses ou tourbeuses","5-8","","","","","","X","X","X","X","","","",""
"83001","Antinoria agrostidea (DC.) Parl., 1845","Antinorie fausse agrostide, Canche fausse agrostis, Antinorie faux agrostis, Canche faux agrostis","FORT","-","parvogéophytaies amphibies exondables, oligotrophiles, atlantiques, planitiaires-collinéennes, acidophiles, des grèves sablonneuses ou tourbeuses","5-8","","","","","","X","X","X","X","","","",""
"83002","Antinoria insularis Parl., 1845","Antinorie insulaire, Antinorie de Corse","MODERE","-","annuelles des tonsures hydrophiles (longuement inondables)","4-6","","","","","X","X","X","","","","","",""
"83152","Apera interrupta (L.) P.Beauv., 1812","Apère interrompue, Agrostide interrompue, Agrostis interrompu, Agrostis à panicule interrompue","MODERE","-","annuelles des tonsures acidophiles, mésothermes, médio-européennes","5-7","","","","","","X","X","X","","","","",""
"83156","Apera spica-venti (L.) P.Beauv., 1812","Apère jouet-du-vent, Agrostide jouet-du-vent, Jouet-du-vent","TRES FORT","-","annuelles commensales des moissons acidophiles, mésohydriques, sabulicoles","6-8","","","","","","","X","X","X","","","",""
"83156","Apera spica-venti (L.) P.Beauv., 1812","Apère jouet-du-vent, Agrostide jouet-du-vent, Jouet-du-vent","TRES FORT","-","annuelles commensales des moissons acidophiles, mésohydriques, sabulicoles","6-8","","","","","","","X","X","X","","","",""
"717094","Avellinia festucoides (Link) Valdés & H.Scholz, 2006","Avellinie fausse fétuque, Fétuque de Micheli, Avellinie de Micheli","MODERE","-","annuelles des tonsures acidophiles, mésothermes à thermophiles","4-6","","","","","X","X","X","","","","","",""
"159574","Calamagrostis neglecta (Ehrh.) G.Gaertn., B.Mey. & Scherb., 1799","Calamagrostide négligée, Calamagrostide raide, Calamagrostis négligé","FORT","-","cariçaies des tremblants tourbeux boréo-montagnards basophiles","6-8","","","","","","","X","X","X","","","",""
"159574","Calamagrostis neglecta (Ehrh.) G.Gaertn., B.Mey. & Scherb., 1799","Calamagrostide négligée, Calamagrostide raide, Calamagrostis négligé","FORT","-","cariçaies des tremblants tourbeux boréo-montagnards basophiles","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"132393","Calamagrostis varia subsp. corsica (Hack.) Rouy, 1913","Calamagrostide de Corse, Calamagrostis de Corse","FORT","-","mégaphorbiaies subalpines, hygrophiles mésotrophiles, corso-sardes","7-8","","","","","","","","X","X","","","",""
"89316","Catabrosa aquatica (L.) P.Beauv., 1812","Catabrose aquatique, Canche aquatique","MAJEUR","-","cressonnières flottantes amphibies, mésothermes","5-8","","","","","","X","X","X","X","","","",""
"89334","Catapodium hemipoa (Delile ex Spreng.) Laínz, 1966","Catapode intermédiaire, Catapode pâturin","TRES FORT","-","annuelles des tonsures acidophiles, thermophiles, thermoméditerranéennes, maritimes","5-6","","","","","","X","X","","","","","",""
"92171","Coleanthus subtilis (Tratt.) Seidl ex Roem. & Schult., 1817","Coléanthe délicat","FAIBLE","PN","annuelles des tonsures hydrophiles centro-européennes","8-11","","","","","","","","","X","X","X","X",""
"92613","Corynephorus articulatus (Desf.) P.Beauv., 1812","Corynéphore articulé","FORT","-","annuelles des tonsures acidophiles, thermophiles, thermoméditerranéennes, maritimes","4-6","","","","","X","X","X","","","","","",""
"619194","Cutandia maritima (L.) Benth., 1881","Cutandie maritime","MODERE","PR","annuelles des tonsures basophiles, sabulicoles, maritimes, thermoméditerranéennes","5-6","","","","","","X","X","","","","","",""
"133791","Deschampsia cespitosa subsp. littoralis (Gaudin) K.Richt., 1890","Canche du littoral, Canche des rives, Canche gazonnante des rivages","MAJEUR","-","parvogéophytaies amphibies oligotrophiles, centro-européennes, planitiaires-collinéennes","6-8","","","","","","","X","X","X","","","",""
"98060","Festuca amethystina L., 1753","Fétuque améthyste","MODERE","-","pelouses basophiles médio-européennes occidentales, mésoxérophiles","6-8","","","","","","","X","X","X","","","",""
"98060","Festuca amethystina L., 1753","Fétuque améthyste","MODERE","-","pelouses basophiles médio-européennes occidentales, mésoxérophiles","6-8","","","","","","","X","X","X","","","",""
"98086","Festuca auquieri Kerguélen, 1979","Fétuque d'Auquier","MODERE","-","pelouses du sud-ouest et d’une partie du centre de la France","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"98104","Festuca billyi Kerguélen & Plonka, 1991","Fétuque de Billy","MODERE","-","pelouses acidophiles montagnardes à subalpines","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"98107","Festuca borderei (Hack.) K.Richt., 1890","Fétuque de Bordère","MODERE","-","pelouses acidophiles ouvertes, alpines, chionophiles, mésohydriques, des ubacs pyrénéens","7-8","","","","","","","","X","X","","","",""
"98141","Festuca christiani-bernardi Kerguélen, 1979","Fétuque de Christian Bernard","MODERE","-",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"98216","Festuca fabrei Kerguélen & Plonka, 1988","Fétuque de Fabre","FORT","-","pelouses basophiles sub/supraméditerranéennes, mésoxérophiles, des adrets","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"98244","Festuca gamisansii Kerguélen, 1987","Fétuque de Gamisans, Fétuque de Litardière","FORT","-","lithophytes des replats de falaises européennes, acidophiles, subalpines-alpines, corso-sardes","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"98244","Festuca gamisansii Kerguélen, 1987","Fétuque de Gamisans, Fétuque de Litardière","FORT","-","lithophytes des replats de falaises européennes, acidophiles, subalpines-alpines, corso-sardes","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"134524","Festuca gautieri subsp. gautieri (Hack.) K.Richt., 1890","Fétuque de Gautier","MODERE","-",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"98258","Festuca glauca Vill., 1787","Fétuque glauque","MODERE","-","pelouses basophiles mésoméditerranéennes, mésoxérophiles","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"611171","Festuca heteroidea (Verg.) Jauzein & J.-M.Tison, 2010","Fétuque à feuilles dissemblables","MODERE","-","lithophytes des replats de falaises basophiles, orophiles, pyrénéennes","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"98291","Festuca iberica (Hack.) K.Richt., 1890","Fétuque d’Espagne","MODERE","-",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"134553","Festuca marginata subsp. alopecuroides (Hack.) K.Richt., 1890","Fétuque faux vulpin, Fétuque de Lambinon","FORT","-","pelouses basophiles méridionales, sub/supra à oroméditerranéennes, nevado-illyriennes","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"134593","Festuca pallens subsp. pallens Host, 1802","Fétuque pâle","MODERE","-",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"98467","Festuca prudhommei Kerguélen & Plonka, 1994","Fétuque de Prudhomme","TRES FORT","-","pelouses acidophiles alpino-pyrénéennes climaciques, chionophobes","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"98485","Festuca pyrenaica Reut., 1861","Fétuque des Pyrénées","MODERE","-","pelouses alpines climaciques chionophiles, basophiles","7-8","","","","","","","","X","X","","","",""
"98522","Festuca sardoa (Hack.) K.Richt., 1890","Fétuque de Sardaigne","MODERE","-","lithophytes des replats de falaises européennes, acidophiles, subalpines-alpines, corso-sardes","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"98527","Festuca scabriculmis (Hack.) K.Richt., 1890","Fétuque à tiges scabres, Fétuque à tiges rudes","MODERE","-","pelouses acidophiles ouvertes, alpines, mésohydriques, des adrets alpiens","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"99665","Gastridium phleoides (Nees & Meyen) C.E.Hubb., 1955","Gastridie fausse fléole","MODERE","-","friches annuelles, méso-eutrophiles à eutrophiles, méditerranéo-atlantiques, vernales","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"99666","Gastridium scabrum C.Presl, 1820","Gastridie scabre, Gastridie rude","TRES FORT","-","annuelles commensales des cultures sarclées acidophiles, mésohydriques, des sols sableux","4-6","","","","","X","X","X","","","","","",""
"718234","Helictochloa pratensis subsp. iberica (St.-Yves) Romero Zarco, 2011","Hélictochloa ibérique, Avénule ibérique, Avoine ibérique","MODERE","-","pelouses basophiles à neutroclines mésoxérophiles, montagnardes, pyrénéennes","6-7","","","","","","","X","X","","","","",""
"101110","Helictotrichon cantabricum (Lag.) Gervais, 1973","Hélictotrichon de Cantabrie, Avoine de Cantabrie, Avoine cantabrique, Avoine des Cantabriques","MODERE","-","pelouses basophiles mésohydriques, mésothermes, basques","5-7","","","","","","X","X","X","","","","",""
"102794","Hierochloe odorata (L.) P.Beauv., 1812","Hiérochloa odorant, Avoine odorante, Hiérochloée odorante, Herbe à la Vierge","FORT","PN","parvocariçaies des tourbières basses médio-européennes à boréo-subalpines, acidophiles, sur sols asphyxiques","5-8","","","","","","X","X","X","X","","","",""
"102794","Hierochloe odorata (L.) P.Beauv., 1812","Hiérochloa odorant, Avoine odorante, Hiérochloée odorante, Herbe à la Vierge","FORT","PN","parvocariçaies des tourbières basses médio-européennes à boréo-subalpines, acidophiles, sur sols asphyxiques","5-8","","","","","","X","X","X","X","","","",""
"136639","Hierochloe odorata subsp. odorata (L.) P.Beauv., 1812","Hiérochloa odorant, Avoine odorante","DD","PN",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"102901","Holcus mollis L., 1759","Houlque molle, Avoine molle","MODERE","-","ourlets externes acidophiles médio-européens","6-9","","","","","","","X","X","X","X","","",""
"102901","Holcus mollis L., 1759","Houlque molle, Avoine molle","MODERE","-","ourlets externes acidophiles médio-européens","6-9","","","","","","","X","X","X","X","","",""
"104613","Koeleria cenisia Reut. ex E.Rev., 1873","Koelérie du mont Cenis","MODERE","-","pelouses acidophiles ouvertes, alpines, mésohydriques, des adrets alpiens","7-8","","","","","","","","X","X","","","",""
"137041","Koeleria vallesiana subsp. humilis Braun-Blanq., 1945","Koelérie humble","MODERE","-","pelouses basophiles subalpines, pionnières, chionophiles","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"104845","Lamarckia aurea (L.) Moench, 1794","Lamarckie dorée, Crételle dorée","FORT","-","friches annuelles, méso-eutrophiles à eutrophiles, méditerranéo-atlantiques, vernales","3-6","","","","X","X","X","X","","","","","",""
"106498","Lolium parabolicae Sennen ex Samp., 1922","Ivraie du Portugal","FAIBLE","PN","annuelles vernales des tonsures subnitrophiles maritimes, arénicoles, psychrophiles, atlantiques","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"106517","Lolium temulentum L., 1753","Ivraie enivrante","TRES FORT","-","annuelles commensales des cultures basophiles","5-8","","","","","","X","X","X","X","","","",""
"108543","Milium montianum Parl., 1850","Millet de Monti","FORT","-","annuelles des tonsures basophiles, aéroxérophiles, thermophiles, méditerranéennes","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"137814","Milium vernale subsp. scabrum (Rich.) K.Richt., 1890","Millet scabre, Millet printanier rude, Millet rude, Millet printanier scabre","FORT","PR","annuelles des tonsures basophiles, européennes","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"108714","Molineriella minuta (L.) Rouy, 1913","Molinérielle menue, Canche naine, Canche menue","TRES FORT","PN","annuelles des tonsures acidophiles, thermophiles, mésoméditerranéennes","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"108714","Molineriella minuta (L.) Rouy, 1913","Molinérielle menue, Canche naine, Canche menue","TRES FORT","PN","annuelles des tonsures acidophiles, thermophiles, mésoméditerranéennes","3-4","","","","X","X","","","","","","","",""
